Název,Kategorie,Typ,Země,Oblast,Latitude,Longitude,Zdarma/Placené,Doba návštěvy,Child friendly,Psi,Sezóna,Krátce,Popis,Zajímavost,Výbava,Kolekce,Web/Info,Instagram
Cascata di Foroglio,Vodopády,Vodopád,Švýcarsko,Ticino,46.251893,8.705211,Zdarma,1-2 h,Ano,Ano,květen-říjen,"Valle Maggia, Ticino","Parkoviště u silnice, dál pěšky přes vesnici.",Osmdesátimetrový vodopád padající přímo za kamennou vesničkou.,"plavky, ručník","rychlovka, zdarma, deti",,
